Player,Team,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Michael Kiyoi,Los Angeles Aviators,9,14,1.56,17,1.89,3,0.33,24,2.67,156,17.33,95.1,168,18.67,0,0,0,0
Zach Theodore,Los Angeles Aviators,12,23,1.92,4,0.33,11,0.92,29,2.42,63,5.25,90.0,233,19.42,0,0,0,0
Calvin Brown,Los Angeles Aviators,6,6,1.0,16,2.67,3,0.5,13,2.17,152,25.33,93.3,123,20.5,0,0,0,0
Jeffrey Silverman,Los Angeles Aviators,13,9,0.69,8,0.62,11,0.85,23,1.77,83,6.38,94.3,209,16.08,0,0,0,0
Jake Baumer,Los Angeles Aviators,6,3,0.5,2,0.33,9,1.5,10,1.67,20,3.33,83.3,76,12.67,0,0,0,0
Collin Gall,Los Angeles Aviators,9,4,0.44,13,1.44,5,0.56,15,1.67,73,8.11,91.3,124,13.78,0,0,0,0
Alex Drum,Los Angeles Aviators,12,9,0.75,7,0.58,9,0.75,18,1.5,48,4.0,90.6,192,16.0,0,0,0,0
Timothy Beatty,Los Angeles Aviators,10,12,1.2,20,2.0,0,0.0,14,1.4,329,32.9,95.4,199,19.9,0,0,0,0
Sam Plasman,Los Angeles Aviators,10,9,0.9,3,0.3,4,0.4,14,1.4,20,2.0,95.2,124,12.4,0,0,0,0
Ian Ladner,Los Angeles Aviators,5,2,0.4,4,0.8,2,0.4,7,1.4,58,11.6,100.0,85,17.0,0,0,0,0
Ryan Lepore,Los Angeles Aviators,3,3,1.0,2,0.67,0,0.0,4,1.33,14,4.67,100.0,47,15.67,0,0,0,0
Xavier Charles,Los Angeles Aviators,10,6,0.6,2,0.2,4,0.4,12,1.2,12,1.2,100.0,95,9.5,0,0,0,0
Mitchell Steiner,Los Angeles Aviators,13,3,0.23,7,0.54,11,0.85,15,1.15,117,9.0,95.9,206,15.85,0,0,0,0
Kyle Conniff,Los Angeles Aviators,7,3,0.43,6,0.86,2,0.29,8,1.14,36,5.14,94.7,86,12.29,0,0,0,0
Andrew Padula,Los Angeles Aviators,10,5,0.5,2,0.2,6,0.6,10,1.0,47,4.7,94.0,140,14.0,0,0,0,0
Nate Ransom,Los Angeles Aviators,10,9,0.9,11,1.1,7,0.7,10,1.0,198,19.8,92.5,187,18.7,0,0,0,0
Nate Kirchhofer,Los Angeles Aviators,10,5,0.5,4,0.4,4,0.4,8,0.8,64,6.4,95.5,148,14.8,0,0,0,0
Ryan Smith,Los Angeles Aviators,9,4,0.44,5,0.56,1,0.11,7,0.78,62,6.89,95.4,118,13.11,0,0,0,0
Jacob Bartholomew,Los Angeles Aviators,4,4,1.0,0,0.0,0,0.0,3,0.75,10,2.5,90.9,57,14.25,0,0,0,0
Zac Schakner,Los Angeles Aviators,6,3,0.5,2,0.33,2,0.33,4,0.67,59,9.83,95.2,99,16.5,0,0,0,0
Garrett Santi,Los Angeles Aviators,9,7,0.78,4,0.44,1,0.11,5,0.56,39,4.33,90.7,110,12.22,0,0,0,0
Wayne Lu,Los Angeles Aviators,4,2,0.5,2,0.5,0,0.0,2,0.5,14,3.5,93.3,58,14.5,0,0,0,0
Matt Theologidy,Los Angeles Aviators,9,2,0.22,1,0.11,2,0.22,3,0.33,59,6.56,96.7,118,13.11,0,0,0,0
Evan Valdes,Los Angeles Aviators,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,7.0,0,0,0,0
Thomas Anderson,Los Angeles Aviators,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,15,15.0,0,0,0,0
Mike Mackenzie,Toronto Rush,2,6,3.0,3,1.5,1,0.5,10,5.0,11,5.5,100.0,23,11.5,0,0,0,0
Cameron Harris,Toronto Rush,14,34,2.43,40,2.86,9,0.64,57,4.07,284,20.29,92.5,315,22.5,0,0,0,0
Nathan Hirst,Toronto Rush,12,33,2.75,34,2.83,4,0.33,46,3.83,190,15.83,89.6,244,20.33,0,0,0,0
Andrew Carroll,Toronto Rush,12,25,2.08,34,2.83,6,0.5,43,3.58,266,22.17,94.0,261,21.75,0,0,0,0
Geoff Powell,Toronto Rush,9,25,2.78,7,0.78,4,0.44,29,3.22,83,9.22,94.3,185,20.56,0,0,0,0
Akifumi Muraoka,Toronto Rush,14,27,1.93,30,2.14,6,0.43,40,2.86,207,14.79,90.0,302,21.57,0,0,0,0
Bretton Tan,Toronto Rush,6,10,1.67,1,0.17,10,1.67,17,2.83,45,7.5,95.7,119,19.83,0,0,0,0
Wilkie Lewis,Toronto Rush,9,17,1.89,7,0.78,3,0.33,24,2.67,51,5.67,94.4,160,17.78,0,0,0,0
Isaiah Masek-Kelly,Toronto Rush,10,9,0.9,13,1.3,12,1.2,20,2.0,211,21.1,95.0,214,21.4,0,0,0,0
Marijo Zlatic,Toronto Rush,3,5,1.67,1,0.33,2,0.67,6,2.0,6,2.0,100.0,38,12.67,0,0,0,0
Jacky Hau,Toronto Rush,13,9,0.69,13,1.0,15,1.15,26,2.0,106,8.15,92.2,242,18.62,0,0,0,0
Phil Turner,Toronto Rush,14,10,0.71,3,0.21,20,1.43,26,1.86,31,2.21,88.6,217,15.5,0,0,0,0
Iain Mackenzie,Toronto Rush,14,12,0.86,18,1.29,9,0.64,26,1.86,124,8.86,92.5,268,19.14,0,0,0,0
Adrian Yearwood,Toronto Rush,7,9,1.29,9,1.29,0,0.0,10,1.43,179,25.57,95.7,139,19.86,0,0,0,0
Thomson McKnight,Toronto Rush,13,13,1.0,22,1.69,3,0.23,17,1.31,482,37.08,96.6,278,21.38,0,0,0,0
Jason Huynh,Toronto Rush,10,6,0.6,12,1.2,4,0.4,13,1.3,147,14.7,94.8,176,17.6,0,0,0,0
Scott Graham,Toronto Rush,5,7,1.4,3,0.6,1,0.2,6,1.2,35,7.0,92.1,69,13.8,0,0,0,0
Ben Pries,Toronto Rush,12,4,0.33,0,0.0,9,0.75,12,1.0,20,1.67,95.2,182,15.17,0,0,0,0
Dan LaFrance,Toronto Rush,10,7,0.7,1,0.1,2,0.2,9,0.9,9,0.9,100.0,97,9.7,0,0,0,0
Kieran Charnock,Toronto Rush,10,4,0.4,5,0.5,3,0.3,9,0.9,18,1.8,90.0,98,9.8,0,0,0,0
Remi Ojo,Toronto Rush,10,4,0.4,1,0.1,10,1.0,9,0.9,18,1.8,75.0,127,12.7,0,0,0,0
Bryan Kuo,Toronto Rush,5,0,0.0,1,0.2,3,0.6,3,0.6,13,2.6,92.9,46,9.2,0,0,0,0
Barrett Wachholz,Toronto Rush,2,0,0.0,4,2.0,1,0.5,1,0.5,15,7.5,88.2,30,15.0,0,0,0,0
Kevin Jay,Toronto Rush,9,2,0.22,0,0.0,3,0.33,3,0.33,21,2.33,91.3,78,8.67,0,0,0,0
Jeremy Norden,Toronto Rush,10,3,0.3,10,1.0,4,0.4,2,0.2,145,14.5,91.2,114,11.4,0,0,0,0
Jaret Meron,Toronto Rush,14,1,0.07,8,0.57,4,0.29,0,0.0,105,7.5,89.0,212,15.14,0,0,0,0
Drew Wilson,Toronto Rush,1,0,0.0,0,0.0,0,0.0,0,0.0,4,4.0,100.0,10,10.0,0,0,0,0
Connor Armstrong,Toronto Rush,2,1,0.5,0,0.0,0,0.0,0,0.0,51,25.5,98.1,29,14.5,0,0,0,0
Bryan Yue,Toronto Rush,9,0,0.0,0,0.0,3,0.33,0,0.0,27,3.0,93.1,72,8.0,0,0,0,0
Jason Lam,Toronto Rush,11,5,0.45,3,0.27,2,0.18,-2,-0.18,91,8.27,91.0,112,10.18,0,0,0,0
Luc Comire,Toronto Rush,8,5,0.63,7,0.88,1,0.13,-2,-0.25,245,30.63,95.7,159,19.88,0,0,0,0
Matthew Rehder,Chicago Union,8,27,3.38,17,2.13,17,2.13,44,5.5,131,16.38,89.7,222,27.75,0,0,0,0
Pawel Janas,Chicago Union,13,11,0.85,77,5.92,8,0.62,68,5.23,714,54.92,96.6,335,25.77,0,0,0,0
Nate Goff,Chicago Union,5,13,2.6,13,2.6,5,1.0,22,4.4,72,14.4,92.3,113,22.6,0,0,0,0
Drew Swanson,Chicago Union,13,25,1.92,2,0.15,24,1.85,46,3.54,32,2.46,91.4,255,19.62,0,0,0,0
Jack Shanahan,Chicago Union,12,27,2.25,22,1.83,4,0.33,36,3.0,186,15.5,93.5,269,22.42,0,0,0,0
Michael Pardo,Chicago Union,8,29,3.63,4,0.5,1,0.13,24,3.0,104,13.0,92.0,161,20.13,0,0,0,0
Ross Barker,Chicago Union,12,9,0.75,22,1.83,11,0.92,28,2.33,184,15.33,93.9,277,23.08,0,0,0,0
Jeff Weis,Chicago Union,8,14,1.75,7,0.88,4,0.5,17,2.13,128,16.0,94.8,182,22.75,0,0,0,0
Jeremy Burril,Chicago Union,11,17,1.55,11,1.0,3,0.27,22,2.0,104,9.45,93.7,172,15.64,0,0,0,0
Seth Weaver,Chicago Union,12,5,0.42,18,1.5,12,1.0,23,1.92,194,16.17,95.1,263,21.92,0,0,0,0
Jason Vallee,Chicago Union,7,3,0.43,6,0.86,5,0.71,13,1.86,43,6.14,97.7,97,13.86,0,0,0,0
Tommy Gallagher,Chicago Union,12,19,1.58,19,1.58,1,0.08,21,1.75,443,36.92,96.9,265,22.08,0,0,0,0
Tim Fergus,Chicago Union,9,8,0.89,12,1.33,3,0.33,14,1.56,251,27.89,97.7,162,18.0,0,0,0,0
Danny Miller,Chicago Union,10,13,1.3,4,0.4,1,0.1,12,1.2,69,6.9,94.5,111,11.1,0,0,0,0
Cal Tornabene,Chicago Union,7,4,0.57,3,0.43,3,0.43,8,1.14,28,4.0,93.3,88,12.57,0,0,0,0
Nick Zeman,Chicago Union,7,5,0.71,3,0.43,1,0.14,8,1.14,11,1.57,100.0,97,13.86,0,0,0,0
Brad Bolliger,Chicago Union,7,7,1.0,3,0.43,3,0.43,7,1.0,52,7.43,94.5,86,12.29,0,0,0,0
Von Alanguilan,Chicago Union,1,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,100.0,12,12.0,0,0,0,0
Jesse White,Chicago Union,1,1,1.0,0,0.0,0,0.0,1,1.0,6,6.0,100.0,13,13.0,0,0,0,0
Charlie Furse,Chicago Union,12,10,0.83,4,0.33,3,0.25,11,0.92,44,3.67,89.8,138,11.5,0,0,0,0
Alex Rummelhart,Chicago Union,9,3,0.33,1,0.11,3,0.33,7,0.78,23,2.56,100.0,113,12.56,0,0,0,0
CJ O'Brien,Chicago Union,3,2,0.67,0,0.0,0,0.0,2,0.67,1,0.33,100.0,12,4.0,0,0,0,0
Karl Kingma,Chicago Union,9,3,0.33,2,0.22,2,0.22,5,0.56,8,0.89,80.0,72,8.0,0,0,0,0
James Sykora,Chicago Union,11,1,0.09,3,0.27,8,0.73,4,0.36,58,5.27,87.9,136,12.36,0,0,0,0
Michael Egan,Chicago Union,6,2,0.33,0,0.0,2,0.33,2,0.33,2,0.33,50.0,42,7.0,0,0,0,0
Jeff Holm,Chicago Union,3,0,0.0,2,0.67,0,0.0,1,0.33,13,4.33,92.9,49,16.33,0,0,0,0
Joey Kennedy,Chicago Union,9,3,0.33,4,0.44,1,0.11,2,0.22,44,4.89,89.8,108,12.0,0,0,0,0
Jesse Johnson,Chicago Union,9,2,0.22,0,0.0,3,0.33,1,0.11,21,2.33,84.0,64,7.11,0,0,0,0
David Woods,Chicago Union,5,0,0.0,1,0.2,0,0.0,0,0.0,12,2.4,92.3,36,7.2,0,0,0,0
Zane Rankin,Chicago Union,5,4,0.8,6,1.2,2,0.4,0,0.0,67,13.4,85.9,96,19.2,0,0,0,0
Zubair Abdulla,Chicago Union,4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,100.0,19,4.75,0,0,0,0
David Meinecke,Chicago Union,6,2,0.33,4,0.67,2,0.33,0,0.0,38,6.33,84.4,94,15.67,0,0,0,0
Judah Newman,Chicago Union,2,1,0.5,0,0.0,0,0.0,0,0.0,22,11.0,95.7,24,12.0,0,0,0,0
Brenton Hard,Chicago Union,4,0,0.0,0,0.0,0,0.0,-2,-0.5,13,3.25,92.9,26,6.5,0,0,0,0
Kurt Gibson,Chicago Union,1,0,0.0,0,0.0,0,0.0,-2,-2.0,7,7.0,87.5,17,17.0,0,0,0,0
Rowan McDonnell,DC Breeze,13,67,5.15,51,3.92,5,0.38,92,7.08,408,31.38,93.8,359,27.62,0,0,0,0
Jarrod Banks,DC Breeze,11,28,2.55,21,1.91,4,0.36,39,3.55,122,11.09,93.1,193,17.55,0,0,0,0
Max Cassell,DC Breeze,12,28,2.33,26,2.17,1,0.08,38,3.17,313,26.08,95.7,262,21.83,0,0,0,0
Joe Richards,DC Breeze,4,5,1.25,2,0.5,6,1.5,12,3.0,14,3.5,93.3,77,19.25,0,0,0,0
Jacques Nissen,DC Breeze,5,6,1.2,8,1.6,2,0.4,15,3.0,94,18.8,100.0,105,21.0,0,0,0,0
Garrett Braun,DC Breeze,11,24,2.18,15,1.36,5,0.45,32,2.91,173,15.73,95.1,210,19.09,0,0,0,0
Jeff Wodatch,DC Breeze,8,11,1.38,18,2.25,4,0.5,22,2.75,169,21.13,96.6,177,22.13,0,0,0,0
Nathan Prior,DC Breeze,12,11,0.92,34,2.83,5,0.42,32,2.67,655,54.58,97.6,282,23.5,0,0,0,0
Jeremy Hess,DC Breeze,3,2,0.67,2,0.67,4,1.33,8,2.67,9,3.0,100.0,56,18.67,0,0,0,0
Zach Norrbom,DC Breeze,8,7,0.88,11,1.38,4,0.5,17,2.13,137,17.13,97.9,104,13.0,0,0,0,0
Kyle Vezina,DC Breeze,2,1,0.5,0,0.0,3,1.5,4,2.0,4,2.0,100.0,17,8.5,0,0,0,0
Anthony McLean,DC Breeze,6,11,1.83,2,0.33,1,0.17,11,1.83,35,5.83,94.6,97,16.17,0,0,0,0
Matt Neeley,DC Breeze,10,9,0.9,8,0.8,8,0.8,16,1.6,67,6.7,93.1,154,15.4,0,0,0,0
AJ Merriman,DC Breeze,12,9,0.75,6,0.5,12,1.0,18,1.5,32,2.67,84.2,201,16.75,0,0,0,0
Matt Cullom,DC Breeze,8,10,1.25,6,0.75,2,0.25,12,1.5,44,5.5,89.8,152,19.0,0,0,0,0
David Shields,DC Breeze,11,7,0.64,11,1.0,6,0.55,16,1.45,99,9.0,92.5,173,15.73,0,0,0,0
Leo Pierson,DC Breeze,7,4,0.57,1,0.14,6,0.86,10,1.43,10,1.43,90.9,97,13.86,0,0,0,0
Cody Johnston,DC Breeze,10,6,0.6,18,1.8,0,0.0,14,1.4,342,34.2,97.7,199,19.9,0,0,0,0
David Bloodgood,DC Breeze,11,6,0.55,12,1.09,12,1.09,15,1.36,199,18.09,93.9,225,20.45,0,0,0,0
Quinn Bergeron,DC Breeze,11,7,0.64,3,0.27,5,0.45,12,1.09,27,2.45,90.0,154,14.0,0,0,0,0
Kris Harrison,DC Breeze,5,1,0.2,1,0.2,3,0.6,4,0.8,10,2.0,100.0,53,10.6,0,0,0,0
Alexandre Fall,DC Breeze,5,1,0.2,0,0.0,3,0.6,4,0.8,10,2.0,100.0,58,11.6,0,0,0,0
Houston Parks,DC Breeze,9,3,0.33,4,0.44,5,0.56,7,0.78,15,1.67,88.2,128,14.22,0,0,0,0
Danny Krug,DC Breeze,3,1,0.33,1,0.33,1,0.33,2,0.67,3,1.0,100.0,36,12.0,0,0,0,0
Jeremy Knopf,DC Breeze,6,2,0.33,1,0.17,3,0.5,4,0.67,36,6.0,94.7,77,12.83,0,0,0,0
Xavier Maxstadt,DC Breeze,10,5,0.5,12,1.2,8,0.8,6,0.6,86,8.6,82.7,179,17.9,0,0,0,0
Ray Mendoza,DC Breeze,10,2,0.2,2,0.2,5,0.5,6,0.6,29,2.9,90.6,114,11.4,0,0,0,0
Jay Boyle,DC Breeze,2,0,0.0,1,0.5,0,0.0,1,0.5,8,4.0,100.0,20,10.0,0,0,0,0
Dane Warner,DC Breeze,11,4,0.36,1,0.09,8,0.73,5,0.45,42,3.82,91.3,135,12.27,0,0,0,0
Kenta Kawaguchi,DC Breeze,5,1,0.2,0,0.0,2,0.4,2,0.4,3,0.6,75.0,44,8.8,0,0,0,0
Kevin Versteeg,DC Breeze,7,1,0.14,0,0.0,6,0.86,2,0.29,15,2.14,83.3,92,13.14,0,0,0,0
Sam Brecker,DC Breeze,2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,100.0,7,3.5,0,0,0,0
Dennis Maclaine,DC Breeze,3,0,0.0,0,0.0,0,0.0,-1,-0.33,1,0.33,50.0,22,7.33,0,0,0,0
Peter Mancini,DC Breeze,5,0,0.0,0,0.0,0,0.0,-2,-0.4,5,1.0,100.0,47,9.4,0,0,0,0
Alex Liu,DC Breeze,5,0,0.0,1,0.2,0,0.0,-3,-0.6,6,1.2,66.7,40,8.0,0,0,0,0
Peter Graffy,Madison Radicals,6,15,2.5,14,2.33,5,0.83,26,4.33,87,14.5,92.6,103,17.17,0,0,0,0
Sterling Knoche,Madison Radicals,11,16,1.45,4,0.36,22,2.0,38,3.45,46,4.18,93.9,245,22.27,0,0,0,0
Kevin Pettit-Scantling,Madison Radicals,11,12,1.09,8,0.73,25,2.27,37,3.36,93,8.45,94.9,252,22.91,0,0,0,0
Colin Camp,Madison Radicals,11,27,2.45,18,1.64,2,0.18,36,3.27,166,15.09,95.4,181,16.45,0,0,0,0
Jeff Maskalunas,Madison Radicals,5,6,1.2,5,1.0,6,1.2,14,2.8,29,5.8,96.7,74,14.8,0,0,0,0
Dave Wiseman,Madison Radicals,6,8,1.33,10,1.67,4,0.67,16,2.67,55,9.17,93.2,96,16.0,0,0,0,0
Andrew Meshnick,Madison Radicals,12,15,1.25,13,1.08,9,0.75,28,2.33,78,6.5,89.7,220,18.33,0,0,0,0
Rami Paust,Madison Radicals,3,1,0.33,5,1.67,3,1.0,7,2.33,27,9.0,93.1,46,15.33,0,0,0,0
Chase Marty,Madison Radicals,9,14,1.56,4,0.44,3,0.33,21,2.33,25,2.78,100.0,114,12.67,0,0,0,0
Ben Nelson,Madison Radicals,7,6,0.86,13,1.86,2,0.29,15,2.14,221,31.57,97.4,107,15.29,0,0,0,0
Seth Meyer,Madison Radicals,7,6,0.86,2,0.29,9,1.29,15,2.14,17,2.43,94.4,84,12.0,0,0,0,0
Avery Johnson,Madison Radicals,9,16,1.78,4,0.44,2,0.22,19,2.11,72,8.0,98.6,128,14.22,0,0,0,0
Luke Marks,Madison Radicals,1,1,1.0,0,0.0,1,1.0,2,2.0,5,5.0,100.0,11,11.0,0,0,0,0
David Nester,Madison Radicals,1,0,0.0,1,1.0,1,1.0,2,2.0,2,2.0,100.0,16,16.0,0,0,0,0
Pat Shriwise,Madison Radicals,10,11,1.1,22,2.2,2,0.2,18,1.8,360,36.0,96.5,158,15.8,0,0,0,0
Tarik Akyuz,Madison Radicals,4,6,1.5,3,0.75,3,0.75,7,1.75,35,8.75,92.1,58,14.5,0,0,0,0
Kevin Brown,Madison Radicals,10,13,1.3,33,3.3,2,0.2,17,1.7,321,32.1,91.5,182,18.2,0,0,0,0
Thomas Coolidge,Madison Radicals,11,5,0.45,8,0.73,8,0.73,18,1.64,117,10.64,97.5,163,14.82,0,0,0,0
Ryan Tucker,Madison Radicals,2,1,0.5,2,1.0,2,1.0,3,1.5,15,7.5,88.2,28,14.0,0,0,0,0
Chris Wilen,Madison Radicals,11,14,1.27,4,0.36,8,0.73,16,1.45,57,5.18,89.1,203,18.45,0,0,0,0
Nate Bosscher,Madison Radicals,9,6,0.67,14,1.56,5,0.56,13,1.44,95,10.56,89.6,150,16.67,0,0,0,0
Logan Pruess,Madison Radicals,5,4,0.8,7,1.4,0,0.0,7,1.4,66,13.2,95.7,94,18.8,0,0,0,0
Brett Robinson,Madison Radicals,3,4,1.33,2,0.67,3,1.0,4,1.33,5,1.67,83.3,36,12.0,0,0,0,0
Victor Luo,Madison Radicals,10,6,0.6,12,1.2,6,0.6,13,1.3,178,17.8,94.7,157,15.7,0,0,0,0
Joshua Wilson,Madison Radicals,11,7,0.64,15,1.36,5,0.45,14,1.27,165,15.0,93.2,206,18.73,0,0,0,0
Kyle Dreger,Madison Radicals,1,1,1.0,0,0.0,0,0.0,1,1.0,6,6.0,100.0,10,10.0,0,0,0,0
Jack Kelly,Madison Radicals,4,3,0.75,2,0.5,3,0.75,4,1.0,13,3.25,81.3,45,11.25,0,0,0,0
Sean Treacy,Madison Radicals,3,3,1.0,1,0.33,1,0.33,3,1.0,11,3.67,91.7,28,9.33,0,0,0,0
Dylan Power,Madison Radicals,9,6,0.67,5,0.56,1,0.11,8,0.89,128,14.22,97.0,112,12.44,0,0,0,0
Colin Grandon,Madison Radicals,9,1,0.11,7,0.78,3,0.33,8,0.89,36,4.0,92.3,112,12.44,0,0,0,0
Mike Kobyra,Madison Radicals,4,2,0.5,1,0.25,2,0.5,2,0.5,10,2.5,76.9,31,7.75,0,0,0,0
Tom Annen,Madison Radicals,7,5,0.71,3,0.43,1,0.14,3,0.43,111,15.86,96.5,98,14.0,0,0,0,0
Dan Vockeroth,Madison Radicals,2,1,0.5,0,0.0,1,0.5,0,0.0,2,1.0,100.0,24,12.0,0,0,0,0
Kyle Weigand,Madison Radicals,8,1,0.13,2,0.25,1,0.13,-1,-0.13,44,5.5,93.6,90,11.25,0,0,0,0
Ted Schewe,Madison Radicals,4,3,0.75,2,0.5,1,0.25,-2,-0.5,20,5.0,80.0,44,11.0,0,0,0,0
Quinn Snider,Minnesota Wind Chill,5,29,5.8,6,1.2,4,0.8,37,7.4,47,9.4,95.9,126,25.2,0,0,0,0
Bryan Vohnoutka,Minnesota Wind Chill,12,42,3.5,30,2.5,6,0.5,55,4.58,194,16.17,91.5,273,22.75,0,0,0,0
Cam Burden,Minnesota Wind Chill,10,21,2.1,28,2.8,7,0.7,37,3.7,343,34.3,94.8,234,23.4,0,0,0,0
Mathew Ladyman,Minnesota Wind Chill,9,18,2.0,14,1.56,2,0.22,30,3.33,113,12.56,100.0,187,20.78,0,0,0,0
Josh Klane,Minnesota Wind Chill,12,11,0.92,62,5.17,4,0.33,35,2.92,519,43.25,92.8,274,22.83,0,0,0,0
Dylan DeClerck,Minnesota Wind Chill,5,5,1.0,1,0.2,9,1.8,13,2.6,17,3.4,89.5,104,20.8,0,0,0,0
Michael Jordan,Minnesota Wind Chill,11,28,2.55,7,0.64,6,0.55,28,2.55,121,11.0,95.3,229,20.82,0,0,0,0
Ethan Rasmussen,Minnesota Wind Chill,2,0,0.0,3,1.5,2,1.0,5,2.5,15,7.5,100.0,31,15.5,0,0,0,0
James Kittlesen,Minnesota Wind Chill,12,6,0.5,3,0.25,28,2.33,28,2.33,47,3.92,87.0,253,21.08,0,0,0,0
Isaac Leonard,Minnesota Wind Chill,12,12,1.0,9,0.75,8,0.67,28,2.33,43,3.58,97.7,205,17.08,0,0,0,0
Alex Jirele,Minnesota Wind Chill,6,8,1.33,2,0.33,1,0.17,10,1.67,14,2.33,100.0,56,9.33,0,0,0,0
Tate Halberg,Minnesota Wind Chill,6,9,1.5,5,0.83,2,0.33,9,1.5,23,3.83,82.1,74,12.33,0,0,0,0
Mitchell McCarthy,Minnesota Wind Chill,11,12,1.09,2,0.18,9,0.82,16,1.45,60,5.45,90.9,171,15.55,0,0,0,0
Jordan Taylor,Minnesota Wind Chill,8,9,1.13,7,0.88,5,0.63,11,1.38,64,8.0,87.7,154,19.25,0,0,0,0
Scott Hearne,Minnesota Wind Chill,4,1,0.25,2,0.5,3,0.75,5,1.25,23,5.75,95.8,50,12.5,0,0,0,0
Thomas Echols,Minnesota Wind Chill,4,3,0.75,5,1.25,0,0.0,5,1.25,31,7.75,93.9,84,21.0,0,0,0,0
Jesse Greenberg,Minnesota Wind Chill,11,3,0.27,22,2.0,8,0.73,13,1.18,397,36.09,95.2,241,21.91,0,0,0,0
Josh Poterack,Minnesota Wind Chill,2,0,0.0,0,0.0,2,1.0,2,1.0,4,2.0,100.0,22,11.0,0,0,0,0
Brandon Matis,Minnesota Wind Chill,12,8,0.67,3,0.25,8,0.67,11,0.92,46,3.83,88.5,177,14.75,0,0,0,0
Ryan Welch,Minnesota Wind Chill,8,6,0.75,2,0.25,1,0.13,7,0.88,11,1.38,84.6,86,10.75,0,0,0,0
Brendan McCann,Minnesota Wind Chill,6,3,0.5,2,0.33,4,0.67,5,0.83,81,13.5,95.3,142,23.67,0,0,0,0
Drew Otterlei,Minnesota Wind Chill,10,7,0.7,9,0.9,3,0.3,7,0.7,108,10.8,90.0,122,12.2,0,0,0,0
Nicholas Dacquisto,Minnesota Wind Chill,3,1,0.33,0,0.0,2,0.67,2,0.67,5,1.67,83.3,62,20.67,0,0,0,0
Pat Cashman,Minnesota Wind Chill,5,0,0.0,2,0.4,1,0.2,3,0.6,8,1.6,100.0,32,6.4,0,0,0,0
Alan Scarth,Minnesota Wind Chill,9,2,0.22,9,1.0,4,0.44,5,0.56,105,11.67,92.1,140,15.56,0,0,0,0
Grayson Pangburn,Minnesota Wind Chill,10,11,1.1,2,0.2,2,0.2,4,0.4,42,4.2,84.0,155,15.5,0,0,0,0
Saurov Dubey,Minnesota Wind Chill,7,1,0.14,1,0.14,1,0.14,2,0.29,9,1.29,90.0,74,10.57,0,0,0,0
Daniel Bates,Minnesota Wind Chill,9,1,0.11,3,0.33,2,0.22,1,0.11,41,4.56,89.1,68,7.56,0,0,0,0
Tyler Thomegreene,Minnesota Wind Chill,4,2,0.5,1,0.25,1,0.25,0,0.0,29,7.25,93.5,54,13.5,0,0,0,0
Ben Pavelka,Minnesota Wind Chill,3,0,0.0,1,0.33,0,0.0,0,0.0,23,7.67,95.8,27,9.0,0,0,0,0
Zac Merie,Minnesota Wind Chill,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,5.0,0,0,0,0
Kristian Johnson,Minnesota Wind Chill,8,2,0.25,13,1.63,2,0.25,-1,-0.13,142,17.75,88.8,165,20.63,0,0,0,0
Tony Poletto,Minnesota Wind Chill,1,0,0.0,2,2.0,1,1.0,-1,-1.0,18,18.0,85.7,15,15.0,0,0,0,0
Jason Tschida,Minnesota Wind Chill,1,0,0.0,3,3.0,2,2.0,-1,-1.0,31,31.0,86.1,15,15.0,0,0,0,0
Ben Feldman,Minnesota Wind Chill,1,0,0.0,0,0.0,0,0.0,-1,-1.0,3,3.0,75.0,3,3.0,0,0,0,0
Cole Jensen,Minnesota Wind Chill,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,14,14.0,0,0,0,0
Elijah Jaime,Atlanta Hustle,10,52,5.2,12,1.2,4,0.4,61,6.1,101,10.1,95.3,211,21.1,0,0,0,0
Matt Smith,Atlanta Hustle,12,33,2.75,23,1.92,8,0.67,50,4.17,264,22.0,96.0,279,23.25,0,0,0,0
Will Lindquist,Atlanta Hustle,8,17,2.13,15,1.88,4,0.5,32,4.0,85,10.63,95.5,119,14.88,0,0,0,0
Christian Olsen,Atlanta Hustle,11,18,1.64,33,3.0,5,0.45,41,3.73,234,21.27,94.7,238,21.64,0,0,0,0
Daniel Sperling,Atlanta Hustle,5,6,1.2,12,2.4,0,0.0,16,3.2,46,9.2,95.8,98,19.6,0,0,0,0
Joel Wooten,Atlanta Hustle,7,14,2.0,2,0.29,7,1.0,18,2.57,27,3.86,87.1,113,16.14,0,0,0,0
Kelvin Williams,Atlanta Hustle,12,14,1.17,6,0.5,13,1.08,30,2.5,43,3.58,97.7,196,16.33,0,0,0,0
Josh Turner,Atlanta Hustle,10,10,1.0,13,1.3,1,0.1,18,1.8,172,17.2,96.6,167,16.7,0,0,0,0
Brett Hulsmeyer,Atlanta Hustle,10,8,0.8,1,0.1,12,1.2,18,1.8,38,3.8,92.7,179,17.9,0,0,0,0
