Player,Team,G,GLS,GPG,AST,APG,BLK,BPG,+ / -,+/- PG,CMP,CPG,CMP %,PP,PPG,RY,RYG,TY,TYG
Nathan Hirst,Toronto Rush,1,1,1.0,5,5.0,0,0.0,4,4.0,48,48.0,96.0,30,30.0,191,191,467,467
Dan LaFrance,Toronto Rush,1,3,3.0,1,1.0,0,0.0,4,4.0,4,4.0,100.0,15,15.0,187,187,30,30
Cameron Harris,Toronto Rush,1,4,4.0,3,3.0,0,0.0,4,4.0,23,23.0,88.5,27,27.0,185,185,222,222
Wilkie Lewis,Toronto Rush,1,2,2.0,2,2.0,0,0.0,4,4.0,12,12.0,100.0,28,28.0,217,217,83,83
Jonathan Edwards,Toronto Rush,1,1,1.0,0,0.0,2,2.0,3,3.0,1,1.0,100.0,14,14.0,2,2,-8,-8
Andrew Carroll,Toronto Rush,1,2,2.0,4,4.0,0,0.0,3,3.0,23,23.0,92.0,25,25.0,300,300,86,86
Phil Turner,Toronto Rush,1,1,1.0,0,0.0,1,1.0,2,2.0,3,3.0,100.0,21,21.0,52,52,-7,-7
Jason Huynh,Toronto Rush,1,2,2.0,2,2.0,0,0.0,2,2.0,18,18.0,90.0,24,24.0,204,204,131,131
Bryan Yue,Toronto Rush,1,0,0.0,1,1.0,0,0.0,1,1.0,2,2.0,100.0,14,14.0,-42,-42,50,50
James Lewis,Toronto Rush,1,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,100.0,9,9.0,12,12,2,2
Paul Mensah,Toronto Rush,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,6,6.0,37,37,-13,-13
Kevin Jay,Toronto Rush,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,19,19.0,26,26,-15,-15
Luc Comire,Toronto Rush,1,1,1.0,1,1.0,0,0.0,0,0.0,43,43.0,95.6,28,28.0,45,45,436,436
Jason Lam,Toronto Rush,1,0,0.0,0,0.0,3,3.0,0,0.0,11,11.0,78.6,21,21.0,-13,-13,66,66
Kieran Charnock,Toronto Rush,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,12,12.0,0,0,0,0
Adam O'Donnell,Toronto Rush,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,6,6.0,0,0,0,0
Jaret Meron,Toronto Rush,1,0,0.0,0,0.0,0,0.0,-1,-1.0,8,8.0,88.9,22,22.0,17,17,178,178
Daniel Wong,Toronto Rush,1,0,0.0,0,0.0,0,0.0,-1,-1.0,0,0.0,0.0,12,12.0,0,0,0,0
Jacky Hau,Toronto Rush,1,0,0.0,0,0.0,0,0.0,-2,-2.0,2,2.0,50.0,15,15.0,46,46,2,2
Kevin Quinlan,Montreal Royal,1,4,4.0,3,3.0,1,1.0,7,7.0,24,24.0,100.0,23,23.0,187,187,261,261
Malik Auger-Semmar,Montreal Royal,1,2,2.0,5,5.0,0,0.0,7,7.0,21,21.0,100.0,27,27.0,472,472,79,79
Sacha Poitte- Sokolsky,Montreal Royal,1,6,6.0,2,2.0,1,1.0,4,4.0,18,18.0,81.8,23,23.0,332,332,181,181
Gabriel Monfette,Montreal Royal,1,1,1.0,4,4.0,1,1.0,4,4.0,17,17.0,89.5,21,21.0,201,201,129,129
Miguel Goderre,Montreal Royal,1,2,2.0,1,1.0,1,1.0,3,3.0,30,30.0,96.8,24,24.0,139,139,132,132
Thomas Duplaix,Montreal Royal,1,0,0.0,1,1.0,1,1.0,1,1.0,7,7.0,87.5,22,22.0,-13,-13,56,56
Jakob Brissette,Montreal Royal,1,1,1.0,1,1.0,0,0.0,1,1.0,30,30.0,96.8,24,24.0,19,19,159,159
Ywan Cohonner,Montreal Royal,1,0,0.0,0,0.0,1,1.0,1,1.0,2,2.0,100.0,17,17.0,9,9,8,8
Christophe Tremblay-Joncas,Montreal Royal,1,0,0.0,0,0.0,1,1.0,1,1.0,8,8.0,100.0,24,24.0,51,51,14,14
Nabil Chaouch,Montreal Royal,1,1,1.0,0,0.0,1,1.0,1,1.0,3,3.0,75.0,24,24.0,71,71,-5,-5
Vincent Gamache,Montreal Royal,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5,5.0,0,0,0,0
Julien Sénéchal,Montreal Royal,1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,100.0,5,5.0,8,8,8,8
Vincent Genest,Montreal Royal,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,3,3.0,0,0,0,0
Thomas Lalonde-Landry,Montreal Royal,1,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,100.0,8,8.0,14,14,13,13
Samuel Bisson,Montreal Royal,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,9.0,0,0,0,0
Basile Limoges,Montreal Royal,1,1,1.0,0,0.0,0,0.0,0,0.0,3,3.0,75.0,5,5.0,12,12,43,43
Simon Charette,Montreal Royal,1,0,0.0,0,0.0,0,0.0,-1,-1.0,2,2.0,66.7,18,18.0,39,39,9,9
Antoine Rousseau,Montreal Royal,1,0,0.0,0,0.0,0,0.0,-2,-2.0,6,6.0,75.0,17,17.0,42,42,29,29
Eliott Heloir,Montreal Royal,1,0,0.0,0,0.0,0,0.0,-3,-3.0,10,10.0,76.9,20,20.0,-2,-2,85,85
Vincent Lemieux,Montreal Royal,1,1,1.0,2,2.0,0,0.0,-3,-3.0,41,41.0,87.2,24,24.0,69,69,447,447
